id,cardno,expansion,japanese_name,image_url,detail_page_url,japanese_set_name,card_class,card_type,card_subtype,rarity,cost,attack,defense,card_text,illustrator,last_scraped_details_at,created_at,updated_at
58,BP04-013,BP04,妖精の調べ,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP04/bp04-013.png,https://shadowverse-evolve.com/cardlist/?cardno=BP04-013&expansion=BP04&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:18:49.043421,2025-06-01 16:10:12.217683
59,BP04-014,BP04,スターリーエルフ,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP04/bp04-014.png,https://shadowverse-evolve.com/cardlist/?cardno=BP04-014&expansion=BP04&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:18:49.043947,2025-06-01 16:10:12.218314
60,BP04-015,BP04,心優しきエルフ・フィト,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP04/bp04-015.png,https://shadowverse-evolve.com/cardlist/?cardno=BP04-015&expansion=BP04&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:18:49.044598,2025-06-01 16:10:12.218963
36,BP03-006,BP03,ブロッサムウルフ・スレイド,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP03/bp03-006.png,https://shadowverse-evolve.com/cardlist/?cardno=BP03-006&expansion=BP03&view=image,ブースターパック第3弾「FLAME OF LAEVATEINN / フレイム・オブ・レーヴァテイン」,エルフ,フォロワー・エボルヴ,植物族・獣,GR,NULL,3,3,"これが場から手札に戻ったとき、自分の手札のコスト2以下のエルフフォロワー1枚を場に出してよい。
【進化時】1枚引く。",タツヤキ,2025-06-01 17:12:04.602922,2025-06-01 14:18:46.521198,2025-06-01 16:12:04.603085
65,BP05-005,BP05,不殺の使徒,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP05/bp05-005.png,https://shadowverse-evolve.com/cardlist/?cardno=BP05-005&expansion=BP05&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:18:51.695679,2025-06-01 16:10:14.711943
67,BP05-007,BP05,妖精の奔流,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP05/bp05-007.png,https://shadowverse-evolve.com/cardlist/?cardno=BP05-007&expansion=BP05&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:18:51.69765,2025-06-01 16:10:14.71455
68,BP05-008,BP05,不殺の信者,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP05/bp05-008.png,https://shadowverse-evolve.com/cardlist/?cardno=BP05-008&expansion=BP05&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:18:51.698272,2025-06-01 16:10:14.715649
69,BP05-009,BP05,復讐の人形遣い・ノア,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP05/bp05-009.png,https://shadowverse-evolve.com/cardlist/?cardno=BP05-009&expansion=BP05&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:18:51.698978,2025-06-01 16:10:14.716759
70,BP05-010,BP05,復讐の人形遣い・ノア,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP05/bp05-010.png,https://shadowverse-evolve.com/cardlist/?cardno=BP05-010&expansion=BP05&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:18:51.700045,2025-06-01 16:10:14.71797
71,BP05-011,BP05,不殺の刻印,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP05/bp05-011.png,https://shadowverse-evolve.com/cardlist/?cardno=BP05-011&expansion=BP05&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:18:51.701034,2025-06-01 16:10:14.719156
72,BP05-012,BP05,不殺の従者,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP05/bp05-012.png,https://shadowverse-evolve.com/cardlist/?cardno=BP05-012&expansion=BP05&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:18:51.701707,2025-06-01 16:10:14.720378
73,BP05-013,BP05,機構の弓兵,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP05/bp05-013.png,https://shadowverse-evolve.com/cardlist/?cardno=BP05-013&expansion=BP05&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:18:51.702357,2025-06-01 16:10:14.721538
74,BP05-014,BP05,フラワードール,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP05/bp05-014.png,https://shadowverse-evolve.com/cardlist/?cardno=BP05-014&expansion=BP05&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:18:51.702979,2025-06-01 16:10:14.722767
75,BP05-015,BP05,フラワードール,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP05/bp05-015.png,https://shadowverse-evolve.com/cardlist/?cardno=BP05-015&expansion=BP05&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:18:51.703686,2025-06-01 16:10:14.724835
76,BP06-001,BP06,フォレストエース・リマーガ,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP06/bp06-001.png,https://shadowverse-evolve.com/cardlist/?cardno=BP06-001&expansion=BP06&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:18:54.223896,2025-06-01 16:10:17.51612
77,BP06-002,BP06,フォレストエース・リマーガ,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP06/bp06-002.png,https://shadowverse-evolve.com/cardlist/?cardno=BP06-002&expansion=BP06&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:18:54.225091,2025-06-01 16:10:17.518061
78,BP06-003,BP06,フェアリーブレイダー・アマツ,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP06/bp06-003.png,https://shadowverse-evolve.com/cardlist/?cardno=BP06-003&expansion=BP06&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:18:54.225984,2025-06-01 16:10:17.519082
79,BP06-004,BP06,プラントエルフ,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP06/bp06-004.png,https://shadowverse-evolve.com/cardlist/?cardno=BP06-004&expansion=BP06&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:18:54.226749,2025-06-01 16:10:17.520034
80,BP06-005,BP06,原生林の族長,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP06/bp06-005.png,https://shadowverse-evolve.com/cardlist/?cardno=BP06-005&expansion=BP06&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:18:54.227414,2025-06-01 16:10:17.520952
81,BP06-006,BP06,原生林の族長,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP06/bp06-006.png,https://shadowverse-evolve.com/cardlist/?cardno=BP06-006&expansion=BP06&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:18:54.227981,2025-06-01 16:10:17.522138
82,BP06-007,BP06,フェアリードラゴン,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP06/bp06-007.png,https://shadowverse-evolve.com/cardlist/?cardno=BP06-007&expansion=BP06&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:18:54.228559,2025-06-01 16:10:17.522896
83,BP06-008,BP06,森林の撃砕者,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP06/bp06-008.png,https://shadowverse-evolve.com/cardlist/?cardno=BP06-008&expansion=BP06&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:18:54.229136,2025-06-01 16:10:17.523621
84,BP06-009,BP06,森林の撃砕者,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP06/bp06-009.png,https://shadowverse-evolve.com/cardlist/?cardno=BP06-009&expansion=BP06&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:18:54.229848,2025-06-01 16:10:17.5243
85,BP06-010,BP06,アサルトジャガー,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP06/bp06-010.png,https://shadowverse-evolve.com/cardlist/?cardno=BP06-010&expansion=BP06&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:18:54.230461,2025-06-01 16:10:17.525039
86,BP06-011,BP06,スピリットシャイン,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP06/bp06-011.png,https://shadowverse-evolve.com/cardlist/?cardno=BP06-011&expansion=BP06&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:18:54.231028,2025-06-01 16:10:17.525784
87,BP06-012,BP06,密林の守人,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP06/bp06-012.png,https://shadowverse-evolve.com/cardlist/?cardno=BP06-012&expansion=BP06&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:18:54.231973,2025-06-01 16:10:17.526475
88,BP06-013,BP06,クロスボウスナイパー,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP06/bp06-013.png,https://shadowverse-evolve.com/cardlist/?cardno=BP06-013&expansion=BP06&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:18:54.232667,2025-06-01 16:10:17.527186
89,BP06-014,BP06,ハンマーモンキー,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP06/bp06-014.png,https://shadowverse-evolve.com/cardlist/?cardno=BP06-014&expansion=BP06&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:18:54.233234,2025-06-01 16:10:17.527835
90,BP06-015,BP06,ハンマーモンキー,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP06/bp06-015.png,https://shadowverse-evolve.com/cardlist/?cardno=BP06-015&expansion=BP06&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:18:54.233769,2025-06-01 16:10:17.528447
62,BP05-002,BP05,不殺の絶傑・エズディア,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP05/bp05-002.png,https://shadowverse-evolve.com/cardlist/?cardno=BP05-002&expansion=BP05&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:18:51.692414,2025-06-01 16:10:14.708187
63,BP05-003,BP05,神秘の番人・スピネ,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP05/bp05-003.png,https://shadowverse-evolve.com/cardlist/?cardno=BP05-003&expansion=BP05&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:18:51.693524,2025-06-01 16:10:14.709532
64,BP05-004,BP05,不殺の使徒,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP05/bp05-004.png,https://shadowverse-evolve.com/cardlist/?cardno=BP05-004&expansion=BP05&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:18:51.694584,2025-06-01 16:10:14.710752
95,BP07-005,BP07,獣戦士・セタス,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP07/bp07-005.png,https://shadowverse-evolve.com/cardlist/?cardno=BP07-005&expansion=BP07&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:18:56.708143,2025-06-01 16:10:20.181242
96,BP07-006,BP07,獣戦士・セタス,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP07/bp07-006.png,https://shadowverse-evolve.com/cardlist/?cardno=BP07-006&expansion=BP07&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:18:56.70885,2025-06-01 16:10:20.181991
97,BP07-007,BP07,大いなる回帰,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP07/bp07-007.png,https://shadowverse-evolve.com/cardlist/?cardno=BP07-007&expansion=BP07&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:18:56.709667,2025-06-01 16:10:20.182673
